freq, S11, S12, S21, S22 (Re + jIm format)
121.000000000000000000 MHz,-0.96520334251341577403 + j0.16990011112361022572 ,-0.00000001176059982605 + j0.00000000463391725543 ,0.00000702311833527402 - j0.00000486402487334045 ,-0.96527144271625420213 + j0.16974145864714154652 
122.000000000000000000 MHz,-0.96495240731774312160 + j0.17130424049589593194 ,-0.00000001237516953788 + j0.00000000484123480818 ,0.00000738442770407888 - j0.00000510808037597444 ,-0.96502214686119491827 + j0.17114158934513065691 
123.000000000000000000 MHz,-0.96469933650781369838 + j0.17270837400781013926 ,-0.00000001301646223970 + j0.00000000505623045939 ,0.00000776104324195001 - j0.00000536263061236896 ,-0.96477074596814282881 + j0.17254165798662779441 
124.000000000000000000 MHz,-0.96444412825173286841 + j0.17411251186794929335 ,-0.00000001368541538990 + j0.00000000527913572563 ,0.00000815347754749422 - j0.00000562805644160324 ,-0.96451723863835248096 + j0.17394166424427121020 
125.000000000000000000 MHz,-0.96418678069827790100 + j0.17551665428925128376 ,-0.00000001438299193172 + j0.00000000551018783162 ,0.00000856225593181721 - j0.00000590475015944128 ,-0.96426162345784571794 + j0.17534160779520530093 
126.000000000000000000 MHz,-0.96392729197677906594 + j0.17692080148903299719 ,-0.00000001511018080594 + j0.00000000574962983271 ,0.00000898791662486816 - j0.00000619311577467040 ,-0.96400389899731064869 + j0.17674148832111849505 
127.000000000000000000 MHz,-0.96366566019700206081 + j0.17832495368902781530 ,-0.00000001586799747103 + j0.00000000599771073989 ,0.00000943101098333246 - j0.00000649356929060869 ,-0.96374406381199884120 + j0.17814130550828363719 
128.000000000000000000 MHz,-0.96340188344902633055 + j0.17972911111542261287 ,-0.00000001665748443109 + j0.00000000625468564743 ,0.00000989210370006546 - j0.00000680653899185418 ,-0.96348211644162262690 + j0.17954105904759665169 
129.000000000000000000 MHz,-0.96313595980312871614 + j0.18113327399889628255 ,-0.00000001747971177132 + j0.00000000652081586317 ,0.00001037177301506073 - j0.00000713246573634999 ,-0.96321805541024918540 + j0.18094074863461589997 
130.000000000000000000 MHz,-0.96286788730965866545 + j0.18253744257465748246 ,-0.00000001833577770141 + j0.00000000679636904159 ,0.00001087061092794582 - j0.00000747180325284069 ,-0.96295187922619573939 + j0.18234037396960145472 
131.000000000000000000 MHz,-0.96259766399891366628 + j0.18394161708248144005 ,-0.00000001922680910689 + j0.00000000708161931962 ,0.00001138922341199826 - j0.00000782501844379580 ,-0.96268358638192175203 + j0.18373993475755473481 
132.000000000000000000 MHz,-0.96232528788101778794 + j0.18534579776674880991 ,-0.00000002015396210836 + j0.00000000737684745534 ,0.00001192823062967460 - j0.00000819259169387781 ,-0.96241317535392045812 + j0.18513943070825758519 
133.000000000000000000 MHz,-0.96205075694579056389 + j0.18674998487648261647 ,-0.00000002111842262898 + j0.00000000768234096951 ,0.00001248826714964390 - j0.00000857501718403180 ,-0.96214064460260984024 + j0.18653886153631207834 
