freq, S11, S12, S21, S22 (Re + jIm format)
105.000000000000000000 MHz,-0.99226467015547159534 + j0.12414007506594494645 ,-0.00000000303403880805 - j0.00000000000373973626 ,0.00000208680219231616 - j0.00000034222766977901 ,-0.99227419851572162823 + j0.12406386947051424585 
106.000000000000000000 MHz,-0.99211576233423237614 + j0.12532455501650618945 ,-0.00000000321398028993 - j0.00000000000373774899 ,0.00000220956646540065 - j0.00000036601449106890 ,-0.99212566067573049189 + j0.12524614951118609452 
107.000000000000000000 MHz,-0.99196540941376454281 + j0.12650909999746107193 ,-0.00000000340280028746 - j0.00000000000371904217 ,0.00000233831035641480 - j0.00000039120947342822 ,-0.99197568846125627751 + j0.12642845259135584990 
108.000000000000000000 MHz,-0.99181361040470139567 + j0.12769371074921251341 ,-0.00000000360085142858 - j0.00000000000368180693 ,0.00000247326612521400 - j0.00000041788188645432 ,-0.99182428109131215432 + j0.12761077905172532598 
109.000000000000000000 MHz,-0.99166036430660131629 + j0.12887838801584797221 ,-0.00000000380849711951 - j0.00000000000362410755 ,0.00000261467283300987 - j0.00000044610373853929 ,-0.99167143777599231491 + j0.12879312923657040835 
110.000000000000000000 MHz,-0.99150567010789403266 + j0.13006313254517970490 ,-0.00000000402611178406 - j0.00000000000354387478 ,0.00000276277647960252 - j0.00000047594986004077 ,-0.99151715771642479069 + j0.12997550349377950951 
111.000000000000000000 MHz,-0.99134952678582743957 + j0.13124794508878398491 ,-0.00000000425408110669 - j0.00000000000343889876 ,0.00000291783014225831 - j0.00000050749798828268 ,-0.99136144010472393440 + j0.13115790217489170510 
112.000000000000000000 MHz,-0.99119193330641219841 + j0.13243282640204129263 ,-0.00000000449280227927 - j0.00000000000330682181 ,0.00000308009411624384 - j0.00000054082885441391 ,-0.99120428412394145923 + j0.13234032563513509206 
113.000000000000000000 MHz,-0.99103288862436678119 + j0.13361777724417675528 ,-0.00000000474268425164 - j0.00000000000314513082 ,0.00000324983605702755 - j0.00000057602627215335 ,-0.99104568894801792212 + j0.13352277423346556318 
114.000000000000000000 MHz,-0.99087239168306140424 + j0.13480279837829997613 ,-0.00000000500414798606 - j0.00000000000295114933 ,0.00000342733112415998 - j0.00000061317722845014 ,-0.99088565374173309674 + j0.13470524833260544284 
115.000000000000000000 MHz,-0.99071044141446162890 + j0.13598789057144561321 ,-0.00000000527762671554 - j0.00000000000272202939 ,0.00000361286212684425 - j0.00000065237197608830 ,-0.99072417766065523637 + j0.13588774829908240038 
116.000000000000000000 MHz,-0.99054703673907074091 + j0.13717305459461420769 ,-0.00000000556356620607 - j0.00000000000245474297 ,0.00000380671967120816 - j0.00000069370412826511 ,-0.99056125985109133580 + j0.13707027450326828011 
117.000000000000000000 MHz,-0.99038217656587190785 + j0.13835829122281262382 ,-0.00000000586242502293 - j0.00000000000214607311 ,0.00000400920230928967 - j0.00000073727075517345 ,-0.99039689945003461791 + j0.13825282731941856973 
118.000000000000000000 MHz,-0.99021585979226967034 + j0.13954360123509509939 ,-0.00000000617467480098 - j0.00000000000179260475 ,0.00000422061668974753 - j0.00000078317248261814 ,-0.99023109558511335226 + j0.13943540712571136919 
119.000000000000000000 MHz,-0.99004808530402999001 + j0.14072898541460474031 ,-0.00000000650080051910 - j0.00000000000139071508 ,0.00000444127771030910 - j0.00000083151359269722 ,-0.99006384737453834166 + j0.14061801430428741422 
120.000000000000000000 MHz,-0.98987885197522085257 + j0.14191444454861398827 ,-0.00000000684130077872 - j0.00000000000093656370 ,0.00000467150867196726 - j0.00000088240212657914 ,-0.98989515392704885421 + j0.14180064924128893411 
121.000000000000000000 MHz,-0.98970815866815087247 + j0.14309997942856678144 ,-0.00000000719668808665 - j0.00000000000042608222 ,0.00000491164143493890 - j0.00000093594998940746 ,-0.98972501434185966573 + j0.14298331232690020265 
122.000000000000000000 MHz,-0.98953600423330856373 + j0.14428559085011977148 ,-0.00000000756748914209 + j0.00000000000014503640 ,0.00000516201657639723 - j0.00000099227305736503 ,-0.98955342770860654777 + j0.14416600395538686774 
123.000000000000000000 MHz,-0.98936238750929905716 + j0.14547127961318429001 ,-0.00000000795424512798 + j0.00000000000078134893 ,0.00000542298354999046 - j0.00000105149128692998 ,-0.98938039310729053444 + j0.14534872452513644681 
124.000000000000000000 MHz,-0.98918730732278203899 + j0.14665704652196806523 ,-0.00000000835751200675 + j0.00000000000148767347 ,0.00000569490084715950 - j0.00000111372882635632 ,-0.98920590960822285531 + j0.14653147443869835032 
125.000000000000000000 MHz,-0.98901076248840780192 + j0.14784289238501777120 ,-0.00000000877786082050 + j0.00000000000226910132 ,0.00000597813616026767 - j0.00000117911412941254 ,-0.98902997627196853614 + j0.14771425410282451596 
126.000000000000000000 MHz,-0.98883275180875263022 + j0.14902881801526085548 ,-0.00000000921587799558 + j0.00000000000313100939 ,0.00000627306654755515 - j0.00000124778007141162 ,-0.98885259214928911131 + j0.14889706392850973748 
127.000000000000000000 MHz,-0.98865327407425396267 + j0.15021482423004842155 ,-0.00000000967216565188 + j0.00000000000407907305 ,0.00000658007859993146 - j0.00000131986406756696 ,-0.98867375628108511432 + j0.15007990433103260419 
128.000000000000000000 MHz,-0.98847232806314444531 + j0.15140091185119763928 ,-0.00000001014734191655 + j0.00000000000511927941 ,0.00000689956860961928 - j0.00000139550819370856 ,-0.98849346769833779103 + j0.15126277572999646814 
129.000000000000000000 MHz,-0.98828991254138509603 + j0.15258708170503484935 ,-0.00000001064204124254 + j0.00000000000625794110 ,0.00000723194274066287 - j0.00000147485930939457 ,-0.98831172542205047993 + j0.15244567854937027263 
130.000000000000000000 MHz,-0.98810602626259802506 + j0.15377333462243827911 ,-0.00000001115691473175 + j0.00000000000750171055 ,0.00000757761720131478 - j0.00000155806918345395 ,-0.98812852846318832700 + j0.15362861321753004673 
131.000000000000000000 MHz,-0.98792066796799815620 + j0.15495967143888156325 ,-0.00000001169263046305 + j0.00000000000885759477 ,0.00000793701841831466 - j0.00000164529462199611 ,-0.98794387582261866676 + j0.15481158016730039995 
